comment,negative,neutral,positive
ipad gen use like stupid computer like media center music things,0.8324788212776184,0.15540902316570282,0.012112101539969444
art tablets way draw comfortably advantages real feeling drawing tools well large screen thats lot like paper,0.006182574201375246,0.1941257268190384,0.7996917366981506
high end android tablet probably going used game emulation legally course,0.018473880365490913,0.75517338514328,0.2263527810573578
bought n use tab s ultra realize need tablet media consumption like youtubenetflix etc sold s ultra n get cheaper mi pad instead like u said kinda overkilled spec,0.31041890382766724,0.6103537678718567,0.0792272761464119
use kitchen cooking bathroom shower camera covered,0.052508458495140076,0.8703842163085938,0.07710740715265274
galaxy tab s originally bought purely college app use pulled browser page works fine obvious thinking app side desktop side seeing need school work mess decided use tablet instead phone decided im going get tablet may well something really enjoy continue use college year owning primary usage longer college still taking classes use media consumption mostly sure phone amazing tablet better watch favorite shows hands busy able easily see everything going without phone way pull video watching corner eye im working project watch shows bed im tired sick get best part still use college works wonderfully regret didnt spring s ultra oh well even found niche use case recording instructors lecture later review lol permission course,0.022119592875242233,0.15079471468925476,0.8270856738090515
share android tablets life sucked become laggy battery life horrible nothing touch ipad nothing still works flawlessly several years dont get basic version future proofed decades original ipad pro still fast got downside battery life degradation many years,0.8121773600578308,0.15712814033031464,0.030694419518113136
completely right use ipad mini sketching reading watching videos bed fact writing ipad mini laying bed,0.006977433804422617,0.348819762468338,0.6442028284072876
stylus well,0.08421169966459274,0.7282236218452454,0.1875646710395813
yeah got tablet dont use anything,0.1971721351146698,0.6997200846672058,0.10310779511928558
ipad pro paper weight since,0.10440460592508316,0.834862232208252,0.06073319911956787
got used tablet back engineering student suddenly could leave page study books home use pdf versions instead backpack got light since ive used tablet less every single day watch content draw adobe fresco show recipes cooking control lights via sidus link im playing music chord charts tablet instead loose papers change something key song order etc everybody stage gets update without passing pen around,0.09031527489423752,0.6764594912528992,0.23322515189647675
samsung g desktop spending whole day working typically find bed evening winding need manage home lab trying phone like torture laptop pain could connect portable touch screen phone would tablet feels like problem solved,0.20622950792312622,0.6165598630905151,0.17721067368984222
reason use ipad backup navigation im flying id rather small slightly proportionally thicker,0.037254102528095245,0.8055776357650757,0.1571682244539261
bought ipad pro m main purpose gaming play moba game called mobile legends think really benefit larger screen size powerful m chip bit content consumption like watching youtubenetflixbrowsing web perfect size content consumption bed,0.0034072059206664562,0.14076843857765198,0.85582435131073
bloons td,0.09586740285158157,0.7548301815986633,0.14930248260498047
galaxy tabs infinitely better android file system feel like enthusiasts actual productivity people go galaxy,0.01458476297557354,0.16549032926559448,0.8199248909950256
bought pad last week keyboard stylus mainly use join zoom classes making google slides study math ai stuff pretty useful said totally true pretty niche machine,0.002779069822281599,0.06159935146570206,0.9356215596199036
im currently looking tablet use laptop sometimes laptop old bulky dontuse much something comes close small laptop screen keyboard would mostly use tablet everything need laptop android tablet dont need laptoppc work dont play real games unless gubbins counts would rather buy bigger tablet double laptop sometimes use google docs open pdfs still ligjt portable convenient laptop toat ligjt convenient theyre lot expensive time dont need keyboard dont need windows,0.35857945680618286,0.4995751976966858,0.14184534549713135
use chinese learning app thats great tablet hello chinese allows practice writing hanzi interact text easier fashion s,0.0018600820330902934,0.024559680372476578,0.9735802412033081
ive tablets since nexus many years current x display sim slot data chip mostly reading shopping web browsing sim slot means online anywhere nothing extra needed keep van camper manuals pdf van user service installed equipment convenient hold one hand laptop bigger phone display starts instantly also books music bluetooth speaker presentations miracast projector,0.03376499563455582,0.7041429281234741,0.26209208369255066
people know ipad use school taking notes studying reading occasionally ytnetflix watching,0.07187679409980774,0.8316875100135803,0.0964357778429985
runescape,0.1340268850326538,0.7021379470825195,0.16383510828018188
portable compared computers screen size inch ipad air perfect everyday use watching videos playing mobile games phone screens small much comfort computers much hassle take around also use ipad virtual piece paper apple pencil use notes draw unlike iphones computers,0.011986210010945797,0.18837155401706696,0.7996422052383423
im watching tablet honor pad nbut yeah basically youtube netflix,0.023389633744955063,0.7621303796768188,0.2144799679517746
use tablet youtube clash clans web browsing im home enjoyable phone screen,0.10227800905704498,0.688446044921875,0.20927593111991882
ipad trash lol,0.7295210957527161,0.21247585117816925,0.058003075420856476
talking samsung definitely even make styluses built phone samsung galaxy note s ultra cant confirm android tablet though,0.03753985837101936,0.5672125220298767,0.39524757862091064
use tablet im watching movie anime dont want little kids see due violent fights larger better screen phone makes ideal cant put want watch tv said way overpowered task apps got open fast possible lag annoying,0.6720766425132751,0.2756164073944092,0.052306994795799255
putting piano sheets makes avoid hassle printing sheets screen big enough yet heavy laptop,0.06773404777050018,0.5840204954147339,0.3482455015182495
power company outside guys like linemen use tablets vs rugged laptops stakers draw plans also use tablets outside rarely use desktop pcs desks,0.04933470860123634,0.859806478023529,0.09085879474878311
clash clans,0.1906624734401703,0.7267012000083923,0.08263631910085678
dont pc home except server multimedia content everyone uses tablets ipads galaxy tabs,0.11263201385736465,0.8096072673797607,0.07776063680648804
times battery usage game laptop hour maybe hours want know go,0.10223665833473206,0.8367137312889099,0.06104962155222893
watching samsung galaxy tab s think phone dex system course using thats may answer big hands need big screen,0.014300099574029446,0.6091907620429993,0.37650907039642334
use alot notes drawings youtube netflix also gamings hrs screen time avg,0.05528014153242111,0.8637683391571045,0.0809515193104744
ipad pro really good students musicians love ipads reading sheet music practice tools,0.0026001192163676023,0.03233424201607704,0.965065598487854
tablet used watching videos lmao samsung galaxy tab s,0.027537131682038307,0.7563314437866211,0.21613150835037231
work data analyst lots notes meetings etc ipad air basically became notepad,0.09860089421272278,0.8169645071029663,0.08443459123373032
would probably use study purposes done using heavy laptop tablest best want one,0.041591912508010864,0.7874488830566406,0.17095915973186493
fill lot documents work im mess dealing papers use ipad pro convert pdf files organize goodnotes facilitates work also use procreate lumafusion random projects,0.045780785381793976,0.7253042459487915,0.22891491651535034
media literally nothing else,0.28615063428878784,0.6387674808502197,0.07508192211389542
regular joe uses pad big screen accessibility web transportability thats even word overpowered expensive use case mind software developer use d could code things would heaven neither apple vendors care put locally running development option onto operating systems,0.2138972133398056,0.6051667332649231,0.18093600869178772
need use ipad gaming thats maybe video watching traveling,0.0221728403121233,0.7320087552070618,0.2458183914422989
old samsung galaxy tab unfortunately super slow even basic web browsing using little bit koala sampler make beats planned use monitor film lumix siix bit slow better tablet would use lot notion slow tablet,0.7556515336036682,0.221246600151062,0.02310178615152836
bought ipad air th gen reading ttrpg rulebooks niche enough,0.05485572665929794,0.7890506386756897,0.15609359741210938
used tab s ultra tablet teach kids math writing screen stylus best experience solving math problems one fun things kids watching mathcount competition trying solve real time using write screen function,0.0062854173593223095,0.16707384586334229,0.8266407251358032
xiaomi pad pro use youtubebrowsing gaming using phone mainly gaming destroying battery life separating great media bigger screen cool im bit sad audio pad pro great,0.2839174270629883,0.3890608549118042,0.3270217776298523
im artist mostly use tablet drawing play bit love deep space watch movies thats,0.004254389554262161,0.2608092129230499,0.7349363565444946
use youtube streaming go,0.03192654997110367,0.8223581910133362,0.14571529626846313
watching ipad pro lol,0.010613488033413887,0.37410420179367065,0.6152823567390442
use mine school another monitor studying,0.08993519842624664,0.8457247018814087,0.06434009969234467
right smart phone imac spend day home imac use smartphone years ago buy inexpensive samsung tablet ok took couple trips bigger screen smartphone time ie smaller screens days pain carry around stopped using didnt need threw week found cleaning man cave,0.10440976917743683,0.5131615400314331,0.3824286460876465
ipad mainly media device,0.14670488238334656,0.7888650298118591,0.06443003565073013
im replying another question needs laptop use tablet nowdays almost software web version app make laptop unnecessarily expensive unless using specific kind softwares requiring faster cpu eill hell lot expensive,0.7551602721214294,0.22654464840888977,0.01829514652490616
apps make choice ipad better drawing d video editing,0.06483310461044312,0.5752260684967041,0.3599408268928528
laptop touch use taking notes lectures dont bring pen paper regret getting tablet instead since pretty much things laptop really dislike onenote apple seems really nice app notes even though ive heard costs think would worth bad onenote also problem laptop instead lot thicker makes uncomfortable write compared tablet tablet backfacing camera useful like graph picture powerpoint want capture get tablet would mainly notes since student would also require really good app taking notes refuse get tablet use onenote awful,0.38609999418258667,0.4161418378353119,0.19775815308094025
use ipad law school mainly take notes class use read underline sylabus stuff like,0.06203440949320793,0.8727744817733765,0.06519118696451187
read study ipad air,0.06572042405605316,0.8717321753501892,0.06254742294549942
nice hear marcus say android copied features ios happens time dont mind make think point synergy android ios still completely separate systems im taking moment refreshed hearing major tech reviewer obviously make fun apple ios android fanboys always quick criticize apple copying android bring features years later end day conscious choice developers align users needs andor attract new users pace way,0.08610178530216217,0.43297597765922546,0.4809221625328064
dont tablet iphone pro max gaming laptop chunky find spending time youtube thought tablet would good option media consumption cause dont like watching youtube phone laptop overkill want lay bed watch youtube dont anything one,0.5563609600067139,0.36876076459884644,0.07487833499908447
ideally id love see tablet evolve universal digital interfacesomething plug car navigation control take home use hub smart home management one device multiple environments seamless integration,0.004822750575840473,0.14827492833137512,0.8469023108482361
use ipad mini tesla model pro watching videos travels cooking home,0.004182842560112476,0.600914716720581,0.39490243792533875
use tablet time note taking assignments since im university student,0.07407595217227936,0.8633987903594971,0.06252530217170715
instagram users low graphics fps gaming samsung tab fps high graphics gaming ipad,0.18586884438991547,0.7379578948020935,0.07617325335741043
using tablet keep notes playing piano even gong next page squeeze eyes twice,0.10803917795419693,0.8025143146514893,0.08944649994373322
honest tablets extremely controversial devices first tablet ipad mini st generation convenient drawing reading taking trips back phones could boast large diagonal classic ipad inconvenient mini golden mean dont know would need tablet content iphone enough work macbook air last tablet bought grandmother comfortable large diagonal phone screen convenient,0.14892922341823578,0.5732196569442749,0.2778511345386505
s loud bro says ssssshhh,0.2455778419971466,0.6711848378181458,0.08323725312948227
used loved ipad every day school perfect students nowadays dont second screen im using inch ipad second screen inch macbook perfect portable combination,0.006553890183568001,0.06603676825761795,0.927409291267395
use ipad teach students take online classes watch movies sometimes paint,0.007131072226911783,0.6227890253067017,0.37007999420166016
remote desktop standing line easier hold tablet laptop need bigger screen small text work,0.024535132572054863,0.6343482136726379,0.34111666679382324
enjoying movies playing video games,0.006394613534212112,0.0590277723968029,0.9345776438713074
s hp omen use ipad pro use media consumption watch media cooking daily chores helping daughter hw also use casual browsing web gaming serious financial still always laptop,0.019680965691804886,0.7066501379013062,0.2736688554286957
wtf usb c port placement,0.4373628497123718,0.5333496332168579,0.029287556186318398
use tablet mostly playing mind games travel take laptop,0.04334279149770737,0.8507478833198547,0.10590934008359909
many elderly dont computers ipadstablets instead people dont want pc dont need one event organizers could take advantage tablets im guessing,0.4248959422111511,0.5099260210990906,0.0651780366897583
definitely gaming,0.025740409269928932,0.5088614821434021,0.4653981029987335
used use ipad take notes classes use mine sidecar display,0.048567745834589005,0.8337315320968628,0.1177007332444191
subtitles working turkish,0.09612372517585754,0.8288999199867249,0.07497642189264297
dont one id like get one id use study mainly yes laptops hate windows gaming watching,0.8462168574333191,0.14144493639469147,0.012338158674538136
turkish audio track definitely turkishing,0.1511193811893463,0.7534266114234924,0.09545403718948364
use ipad procreate,0.06850282847881317,0.6877554059028625,0.24374179542064667
use ipad air basically media consumption im watching video,0.08377830684185028,0.8171566128730774,0.09906505793333054
im gonna get one game dev work,0.04509258270263672,0.766096293926239,0.18881110846996307
tablets kids toy play roblox divx player flights,0.012094363570213318,0.8184666633605957,0.16943897306919098
tablets need full desktop mode especially oneplus pad issue tablet mobile os tablets niche thats make let phone tablet im working multitasking screens building powerpoint something,0.01542199868708849,0.6551212668418884,0.329456627368927
ipad like perfect inbetween phone laptop walk around house watch stuff im something else,0.040616557002067566,0.4044747054576874,0.5549086928367615
mean sure understand least good made iphone apps possible use first place,0.04889397695660591,0.42311614751815796,0.5279898643493652
ancient ipad new cheap samsung use trigger samples playing live usually apple gets quality music software andrew huangs team went extra mile made product flip good enough use case android well saving lot money since pretty much use tablets yes could use phone live bad lights extra clarity larger screen area esential,0.014227108098566532,0.15170229971408844,0.8340705633163452
procreate colour accuracy ipad new display thats,0.024231968447566032,0.6253905892372131,0.3503774106502533
mean phones small bringing laptop airplane tray table thats benefit tablet guess,0.014036684297025204,0.5957077145576477,0.3902556300163269
im glad im one thinking opposite ton use cases day day personally use massive s tab ultra full size notebook engineering class notes since large use smart mirroring secondary display need homework especially cad need reference monitor engineering drawings dont need full power weight laptop use tablet replacement thing im really annoyed marques said devs havent really ported many apps well tablets could use nice video editor thats ported tablets since s ultra much power behind,0.19512712955474854,0.45879054069519043,0.3460823595523834
dont understand tablets arent popular theyre ultimate consumption device easily phone tv id rather use tablet sofa phone laptop every time screen better bigger battery lasts longer far even smart tv even hook wireless keyboardtrackpad media center tv setup second best living room couch consumption surpassing tablet company pick tablet super cheap answer question others know use tablets everything everyone else uses phones im home would use phone could use tablet equally portable better watching reading listening casual gaming doodlingwriting stylus name addition way cheaper tv especially decent tv media center accessories tablet instead tv years side would sitstand desk use computer sit recliner anywhere want use tablet would prefer watch movie living toom tv desk matter good cesk chair computer monitor,0.03216398507356644,0.2950431704521179,0.6727928519248962
usb port made gag,0.4594306945800781,0.5020884871482849,0.03848080337047577
would use tablet got one replace phone would love bigger screen bigger battery life power sure portability would concern would reduce need go check phone convenient small size phone take distracted important stuff like calls get keypad phone love notebook sketchbook aspect tablet,0.012298043817281723,0.14859382808208466,0.8391081690788269
android needs better apps digital art artists get ipad,0.10381238162517548,0.536018967628479,0.3601686954498291
almost procreate occasionally youtube never gaming multitasking tablet best,0.0624702163040638,0.6794049739837646,0.25812479853630066
inch tablets real deal rather big screen tablets,0.01710386946797371,0.6160529255867004,0.36684316396713257
lenovo tablet gets used times month reading comics reason bought really blow everything else water specific usecase larger average phone small pc laptop arent portable enough right aspect ratio problem lenovo slow molasses dead every time pick ive thought getting better one cant justify hour two twice month maybe trifold phones save us conundrum main thing stopping going regular fold weird aspect ratio,0.6099212765693665,0.3489629924297333,0.04111580550670624
use s tab alarm clock sound machine night lol go vacation great watch shows home computer monitors,0.005897273775190115,0.1402810513973236,0.8538216352462769
work home work laptop monitors desktop replacement personal pc use nonentertainment websites shopping etc cant game play mobile games yes phone often im older vision doesnt hold well using phone much switch tablet games streaming eyes need real estate apps installed phone dont use think point valid use case larger screen mobile tasks dont want computer dont want use phone pretty niche still better vision samsung s plus stylus saves carpel tunnel well,0.43403181433677673,0.44694727659225464,0.11902090162038803
anything laptop bed laptop heats comfortable put leg,0.010080084204673767,0.6025304794311523,0.3873894512653351
apple giving macos ipads complete nonsense,0.8653538823127747,0.1220235750079155,0.012622562237083912
media email,0.1830197125673294,0.7164309024810791,0.1005493625998497
mainly use m ipad pro streaming got edit photos photography business sometimes use mirror im outdoor shoot well front camera student used instead laptop also data plan take everywhere actually use phone,0.029960190877318382,0.828669548034668,0.14137031137943268
use tablet streaming mostly youtube affordable,0.005913272965699434,0.43471354246139526,0.5593731999397278
mkb would use linux development none youtbers cover spin debain linux image android virtual machine android know works pixel phones pixel fold sure non google brand devices,0.03838488087058067,0.7216086387634277,0.24000655114650726
aside typical stuff mentioned also use ipad still rocking gen ipad pro additional screen pc duet display real estate getting little tight dabble art apps dedicated note taker use lite coding productivity work go main purpose im site client facility perfect sidekick creating unit maps walking notes impromptu meetings system demos document scanning etc,0.007357745431363583,0.2766299545764923,0.7160123586654663
tablets perfect car dash mods remove stock radio simply install radio tesla looking screen actual specs,0.03852299600839615,0.46584463119506836,0.4956323206424713
use ipad mini th gen daily notepad reading books perfect size form factor still use times week since purchased occasionally watch media flights want watch content travel buddy otherwise vision pro way solo media consumption,0.0067362175323069096,0.28581660985946655,0.7074471116065979
use tablet control digital mixer live sound,0.022365614771842957,0.907571017742157,0.07006338983774185
watching videos,0.11451282352209091,0.7987326383590698,0.08675461262464523
surface pro use daily computing office work go run cleaning business battery sore spot charge half day book keeping youtube background,0.034407321363687515,0.8160150051116943,0.14957766234874725
lawyer tab extension functional data carry court extensive research cross references known publications precedents manifested executed notes app yes tab indispensable professionals like us said great applications cater specific needs trial error method also would want agree suggestion today much difference phone tab prefer tab screen size customised note taking applications means access database also note taking applications ability cross reference links database fundamentally useless yes perfectly right effort date turn tablet tool nuanced niche objectives thank,0.03942066803574562,0.313452810049057,0.6471265554428101
dont currently tablet phone pc tower work laptop cant always use personal things id use tablet personal laptop since wouldnt want spend much money laptop priority would portability plus stylus benefit cuz cant pc,0.3437420725822449,0.5494608879089355,0.10679702460765839
hi marques im music education student university delaware use case tablet really useful us many students school music use tablets ipads read edit sheet music fly paper would condensed keep practice materials pieces sometimes work app forscore even use bluetooth foot pedals turn pages without obstructing ability use hands play niche use case handy indeed,0.0033466487657278776,0.1429436355829239,0.8537096977233887
ya e visto diseadores grficos compararlas y el ipad en todo muchsimo mejor en rendimiento puro y duro y su apple pencil mucho mejor tambin,0.07448675483465195,0.8397822976112366,0.08573093265295029
love pixel tablet special samsung one prior im also techy need use media remote chromecast etc techy apps usual day day things like email bank shopping phone little bit small basically use couch bed laptop isnt needed big also good trips need phone laptop much find techy stuff need onsite clients,0.012713396921753883,0.21971644461154938,0.7675701379776001
kids watch play pbs kids,0.034556761384010315,0.8307502865791321,0.13469298183918
use tablet make digital illustrations watch movies guess,0.02283831126987934,0.8731456398963928,0.10401606559753418
student use tablet taking written paperless notes watching media,0.09579560905694962,0.8617733120918274,0.042431194335222244
basically use samsung galaxy tablet laptop home use desktop things use phone type somthing im prefer tablet,0.04564486816525459,0.6808729767799377,0.2734821140766144
hello marques someone loaded turkish voiceover video unfortunately thats turkish,0.8543717265129089,0.13933131098747253,0.0062969159334897995
suppose might get dumb phone next time around finding dedicated units photography music much better solution presented one smartphone yes convenient one device better units dedicated music playback arent available smartphone cameras still answer question picture optically capable reproducing image computers interpretation calculates image everyone great eyesight even ridiculously large phone isnt visible enough im happy mini pad hardly use smartphone pad right size play synthesizers wonderful apps interface equipment things would otherwise invest hardware devices used pad youtube tiktok would enough quality improvement phone screen im surprised pose inquiry except clearly know audience going give lot commentary triggered triggering us,0.08459506183862686,0.337261438369751,0.5781434774398804
fingers move like,0.083526112139225,0.772426962852478,0.14404688775539398
watching movies bathtub,0.06002390384674072,0.833780825138092,0.10619525611400604
girlfriend uses ipad primary compute device home shes time parents use samsung tablets dad uses constantly everything mums tends battery side sofa tends use phone desktop everything used use nexus reading news articles watching youtube stuff use phone think right tablets suffer usage issue people,0.23985950648784637,0.6646710634231567,0.09546942263841629
use lenovo tab hdmi input use portable screen laptop work time time connecting remote servers stuff also watch youtube bed even play games like civilization,0.02005647122859955,0.8133031725883484,0.16664041578769684
android fans apple copies something android apple copied android original ideas apple sheep buy anything apple makes haha android fans android copies something apple jokes aside answer mainly use ipad ereader digital art cause like make art hobby use drawing tablet apple pencil,0.11461621522903442,0.6514431238174438,0.23394067585468292
use ipad many things firstly musician larger screen ipads game changer import sheet music forscore read sized screen im gig thats charted handy instead carrying binder music also maths tutor downloading maths exam papers going students apple pencil brilliant dont need printer anymore everything digital leisurely watching movies ipad great especially travel lot could live without one,0.007359938696026802,0.07222297787666321,0.9204171299934387
students especially uni ipad must notetaking ipad best,0.14535751938819885,0.6874437928199768,0.16719865798950195
studying,0.19195076823234558,0.6301734447479248,0.17787575721740723
sketching landscape designs saves paper dont pay prints design go business never easier,0.28616443276405334,0.5003104209899902,0.21352510154247284
use ipad pro need power absolutely even half bought needed nice big tablet big battery bright screen displaying sheet music going apple provided airdrop forscore amazing efficiency since least peers use exact combination sharing anything even apple pencil someone forgot easy,0.010476408526301384,0.0677647516131401,0.9217588305473328
galaxy tab s definitely tv go become bit google home kitchen recipes lists groceries helps us budget plan baby likes draw penly quite versatile house,0.0032399273477494717,0.15123865008354187,0.8455213904380798
gg variant must apart hard chip manufacturers make strong apple chip,0.033170562237501144,0.6663839221000671,0.3004455268383026
buy s ultra mainly read comics xd,0.02951943688094616,0.8302676677703857,0.14021283388137817
gaming bro gaming,0.03912900388240814,0.5297894477844238,0.43108150362968445
tablet use chill device youtube netflix clash clans put case use computer research,0.04066032916307449,0.8928249478340149,0.06651478260755539
need one studying graphic design tasks super convenient use ipad tasks,0.004865090828388929,0.17972780764102936,0.8154070973396301
watching movies bed,0.031098734587430954,0.7538052201271057,0.21509608626365662
still need laptops tablets already someone used tablets primary device years ive genuinely asked people still cling laptops truth tablets today especially premium models like ipad pro samsung galaxy tab s ultra capable handling everyday tasks many cases theyre even better tablets offer level convenience mobility laptops cant touch theyre lightweight take minimal space backpack phenomenal battery life charge quickly carry effortlessly use comfortably tight spaces crowded lecture hall cramped airplane seat fact homework write essays handle spreadsheets even annotate textbooks tablet often greater ease traditional pc students tablets tailormade apple pencil s pen combined apps like notability goodnotes samsung notes changes take interact notes affordability tablets cheaper mainstream laptops get touch portability cameras cellular options baked one close friends used tablets exclusively long hes fluent app ecosystems traditional desktop environments doesnt even know install software windows mac frankly doesnt need app store google play makes software access much intuitive ask students still lugging around bulky dell macbooks basic tasks like word processing video streaming yes exceptions engineering students running matlab coders needing full ides instance users highend tablet enough leaner cleaner far intuitive line laptop tablet blurring many us already vanished,0.054727111011743546,0.4145529270172119,0.5307199954986572
read sheets take notes playing piano phone small pc big laptop unflexible mmedia sometimes thats,0.07378920167684555,0.8039395213127136,0.1222713515162468
ipad air using mostly substitute laptopmacbook,0.08883524686098099,0.850641667842865,0.0605231337249279
use samsung tablet mostly zoom calls watching streaming services bed,0.013919886201620102,0.8084223866462708,0.17765769362449646
consider lowvision individual prefers larger tablet phone,0.15058213472366333,0.7309814095497131,0.11843643337488174
artist tab s fe incredibly useful secondary display work creative possibilities stylus provides enhances workflow,0.003067468758672476,0.10502731800079346,0.8919052481651306
kinda disagree since wouldnt seeing video pixel tablet dont enjoy youtube either macbook pro highend mobile device,0.7608372569084167,0.21860070526599884,0.020562056452035904
use tablet mobile tv pretty much never sit coach watch tv play whatever want watch tablet im running around stuff works way better trying carry around laptop dont want use phone small keeps texting whatnot works well ill tablet user foreseeable future hope dont go away,0.03984219953417778,0.25883737206459045,0.7013204097747803
students designers artists etc,0.15816867351531982,0.7301093935966492,0.11172197014093399
tablets new notebooks get max putting cellular service use mine travel occasional gaming find easier keep track dates notes,0.00886631477624178,0.3438897728919983,0.6472439169883728
ipad usage chatemailresearch keyboard around kitchen living room phone small typing like comment laptop feels big pencil wfh software development plandiagram project treadmill watch something working ipad kinda hits sweet spot uses opinion,0.00741224130615592,0.3068408966064453,0.6857468485832214
hey bro look years old ipad th gen im ipad kid first ipads better phones many reason mainly parental control phones spoil u get new ipad im gonna use learning edit schoolhork games etc,0.08800387382507324,0.5504918098449707,0.36150434613227844
galaxy tab s ultra main use case cant device practicing music mean sheet music pianokeys bass tabs etc scree large enough horizontal split play along song sheets tabs time phone way small laptop large form factor doesnt allow sit stand like tablet,0.34270691871643066,0.586940586566925,0.07035253942012787
gaming youtube hand bit big,0.17377977073192596,0.7252342700958252,0.10098597407341003
got tablet phone would stop distracting took social media apps games phone gave place physically separate device isnt always pocket im trying go cold turkey want still catch instagram feed time time mean dont get sucked doomscrolling meant check texts start playing mindless game every time im line something helped lot,0.0666642114520073,0.47007012367248535,0.46326571702957153
freelance tutor eyeing sweet deal probably budget version like tab s fe also includes spen primary use screen sharing whiteboard pdf book want flexibility bed actually comfortable instead dealing laptop,0.008930987678468227,0.4863579571247101,0.5047110319137573
tech business owner student recently got tablet use right watch couple videos game im planning buying compatible stylus use note taking ill using business admin client messages coming tablet rather mixed personal stuff phone cant wait able draw read work play thing,0.01350603811442852,0.2531556189060211,0.7333384156227112
use galaxy s mostly media lunch breaks travel though found enough dont need bring laptop vacations anymore,0.05208047106862068,0.6495054960250854,0.2984139621257782
best scenario ipad blackorange yt,0.014531699009239674,0.4561311900615692,0.5293371081352234
samsung s ultra user use tablet portable tv pool around house love outside,0.009223622269928455,0.42557504773139954,0.5652012825012207
